"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"228","com.cognizant.service","src/com/cognizant/service/ApplyHomeLoanService.java","3","25","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"229","com.cognizant.service","src/com/cognizant/service/ApplyHomeLoanService.java","3","26","Avoid excessively long variable names like applyHomeLoanService","Naming Rules","LongVariable"
"230","com.cognizant.service","src/com/cognizant/service/ApplyHomeLoanService.java","3","26","It is somewhat confusing to have a field name matching the declaring class name","Naming Rules","AvoidFieldNameMatchingTypeName"
"231","com.cognizant.service","src/com/cognizant/service/ApplyHomeLoanService.java","3","26","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"232","com.cognizant.service","src/com/cognizant/service/ApplyHomeLoanService.java","3","28","Parameter 'userDetails' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"233","com.cognizant.service","src/com/cognizant/service/ApplyHomeLoanService.java","3","34","Parameter 'accoNum' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"234","com.cognizant.service","src/com/cognizant/service/ApplyHomeLoanService.java","3","36","Avoid variables with short names like a","Naming Rules","ShortVariable"
"235","com.cognizant.service","src/com/cognizant/service/ApplyHomeLoanService.java","3","36","Local variable 'a' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"236","com.cognizant.service","src/com/cognizant/service/ApplyHomeLoanService.java","3","37","Avoid variables with short names like id","Naming Rules","ShortVariable"
"237","com.cognizant.service","src/com/cognizant/service/ApplyHomeLoanService.java","3","37","Local variable 'id' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"238","com.cognizant.service","src/com/cognizant/service/ApplyHomeLoanService.java","3","38","Consider simply returning the value vs storing it in local variable 'id'","Design Rules","UnnecessaryLocalBeforeReturn"
"239","com.cognizant.service","src/com/cognizant/service/ApplyHomeLoanService.java","3","42","Local variable 'num' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"240","com.cognizant.service","src/com/cognizant/service/ApplyHomeLoanService.java","3","43","Consider simply returning the value vs storing it in local variable 'num'","Design Rules","UnnecessaryLocalBeforeReturn"
"241","com.cognizant.service","src/com/cognizant/service/ApplyHomeLoanService.java","3","46","Avoid variables with short names like e6","Naming Rules","ShortVariable"
"242","com.cognizant.service","src/com/cognizant/service/ApplyHomeLoanService.java","3","46","Avoid variables with short names like l","Naming Rules","ShortVariable"
"243","com.cognizant.service","src/com/cognizant/service/ApplyHomeLoanService.java","3","46","Parameter 'e6' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"244","com.cognizant.service","src/com/cognizant/service/ApplyHomeLoanService.java","3","46","Parameter 'l' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"245","com.cognizant.service","src/com/cognizant/service/ApplyHomeLoanService.java","5","47","Found 'DU'-anomaly for variable 'income' (lines '47'-'74').","Controversial Rules","DataflowAnomalyAnalysis"
"246","com.cognizant.service","src/com/cognizant/service/ApplyHomeLoanService.java","3","47","Local variable 'income' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"247","com.cognizant.service","src/com/cognizant/service/ApplyHomeLoanService.java","5","49","Found 'DU'-anomaly for variable 'loanAmount' (lines '49'-'74').","Controversial Rules","DataflowAnomalyAnalysis"
"248","com.cognizant.service","src/com/cognizant/service/ApplyHomeLoanService.java","3","49","Local variable 'loanAmount' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"249","com.cognizant.service","src/com/cognizant/service/ApplyHomeLoanService.java","3","59","Avoid unused local variables such as 'd1'.","Unused Code Rules","UnusedLocalVariable"
"250","com.cognizant.service","src/com/cognizant/service/ApplyHomeLoanService.java","3","59","Avoid variables with short names like d1","Naming Rules","ShortVariable"
"251","com.cognizant.service","src/com/cognizant/service/ApplyHomeLoanService.java","5","59","Found 'DU'-anomaly for variable 'd1' (lines '59'-'74').","Controversial Rules","DataflowAnomalyAnalysis"
"252","com.cognizant.service","src/com/cognizant/service/PerformTransactionService.java","3","21","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"253","com.cognizant.service","src/com/cognizant/service/PerformTransactionService.java","3","22","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"254","com.cognizant.service","src/com/cognizant/service/PerformTransactionService.java","3","23","Avoid excessively long variable names like invalidAccountBalance","Naming Rules","LongVariable"
"255","com.cognizant.service","src/com/cognizant/service/PerformTransactionService.java","3","23","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"256","com.cognizant.service","src/com/cognizant/service/PerformTransactionService.java","3","26","Parameter 'accountNumber' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"257","com.cognizant.service","src/com/cognizant/service/PerformTransactionService.java","3","26","Parameter 'transaction' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"258","com.cognizant.service","src/com/cognizant/service/PerformTransactionService.java","3","29","Local variable 'user' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"259","com.cognizant.service","src/com/cognizant/service/PerformTransactionService.java","3","33","Local variable 'transactionList' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"260","com.cognizant.service","src/com/cognizant/service/PerformTransactionService.java","3","43","Parameter 'transactionAmount' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"261","com.cognizant.service","src/com/cognizant/service/PerformTransactionService.java","3","43","Parameter 'transactionType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"262","com.cognizant.service","src/com/cognizant/service/PerformTransactionService.java","3","43","Parameter 'user' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"263","com.cognizant.service","src/com/cognizant/service/PerformTransactionService.java","5","45","Found 'DD'-anomaly for variable 'newBalance' (lines '45'-'48').","Controversial Rules","DataflowAnomalyAnalysis"
"264","com.cognizant.service","src/com/cognizant/service/PerformTransactionService.java","5","45","Found 'DD'-anomaly for variable 'newBalance' (lines '45'-'53').","Controversial Rules","DataflowAnomalyAnalysis"
"265","com.cognizant.service","src/com/cognizant/service/PerformTransactionService.java","3","47","Position literals first in String comparisons","Design Rules","PositionLiteralsFirstInComparisons"
"266","com.cognizant.service","src/com/cognizant/service/PerformTransactionService.java","3","74","Avoid excessively long variable names like transactionDetails","Naming Rules","LongVariable"
"267","com.cognizant.service","src/com/cognizant/service/PerformTransactionService.java","3","74","Local variable 'transactionDetails' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"268","com.cognizant.service","src/com/cognizant/service/PerformTransactionService.java","3","75","Consider simply returning the value vs storing it in local variable 'transactionDetails'","Design Rules","UnnecessaryLocalBeforeReturn"
"269","com.cognizant.service","src/com/cognizant/service/ViewEducationLoanService.java","3","15","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"270","com.cognizant.service","src/com/cognizant/service/ViewEducationLoanService.java","3","16","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"271","com.cognizant.service","src/com/cognizant/service/ViewEducationLoanService.java","3","17","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"272","com.cognizant.service","src/com/cognizant/service/ViewEducationLoanService.java","3","17","Perhaps 'eduLoan' could be replaced by a local variable.","Design Rules","SingularField"
"273","com.cognizant.service","src/com/cognizant/service/ViewEducationLoanService.java","3","19","Avoid variables with short names like i","Naming Rules","ShortVariable"
"274","com.cognizant.service","src/com/cognizant/service/ViewEducationLoanService.java","3","19","Parameter 'i' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"275","com.cognizant.service","src/com/cognizant/service/ViewHomeLoanService.java","4","9","Avoid unused imports such as 'com.cognizant.entity.UserDetails'","Import Statement Rules","UnusedImports"
"276","com.cognizant.service","src/com/cognizant/service/ViewHomeLoanService.java","4","9","Avoid unused imports such as 'com.cognizant.entity.UserDetails'","Import Statement Rules","UnusedImports"
"277","com.cognizant.service","src/com/cognizant/service/ViewHomeLoanService.java","3","14","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"278","com.cognizant.service","src/com/cognizant/service/ViewHomeLoanService.java","3","15","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"279","com.cognizant.service","src/com/cognizant/service/ViewHomeLoanService.java","3","17","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"280","com.cognizant.service","src/com/cognizant/service/ViewHomeLoanService.java","3","17","Perhaps 'homeLoan' could be replaced by a local variable.","Design Rules","SingularField"
"281","com.cognizant.service","src/com/cognizant/service/ViewHomeLoanService.java","3","19","Avoid variables with short names like l","Naming Rules","ShortVariable"
"282","com.cognizant.service","src/com/cognizant/service/ViewHomeLoanService.java","3","19","Parameter 'l' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"283","test.java","src/test/java/TestApplyHomeLoan.java","3","22","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"284","test.java","src/test/java/TestApplyHomeLoan.java","3","23","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"285","test.java","src/test/java/TestApplyHomeLoan.java","3","23","Private field 'homeLoan' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"286","test.java","src/test/java/TestApplyHomeLoan.java","3","24","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"287","test.java","src/test/java/TestApplyHomeLoan.java","3","25","Avoid excessively long variable names like applyHomeLoanService","Naming Rules","LongVariable"
"288","test.java","src/test/java/TestApplyHomeLoan.java","3","25","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"289","test.java","src/test/java/TestApplyHomeLoan.java","3","28","You may have misspelled a JUnit framework method (setUp or tearDown)","JUnit Rules","JUnitSpelling"
"290","test.java","src/test/java/TestApplyHomeLoan.java","3","32","Local variable 'home1' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"291","test.java","src/test/java/TestApplyHomeLoan.java","3","33","Local variable 'home2' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"292","test.java","src/test/java/TestApplyHomeLoan.java","3","36","Local variable 'loanACCNum' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"293","test.java","src/test/java/TestApplyHomeLoan.java","3","37","Local variable 'loanACCNum1' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"294","test.java","src/test/java/TestApplyHomeLoan.java","3","38","Avoid variables with short names like id","Naming Rules","ShortVariable"
"295","test.java","src/test/java/TestApplyHomeLoan.java","3","38","Local variable 'id' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"296","test.java","src/test/java/TestApplyHomeLoan.java","3","54","JUnit tests should include assert() or fail()","JUnit Rules","JUnitTestsShouldIncludeAssert"
"297","test.java","src/test/java/TestApplyHomeLoan.java","3","67","Avoid variables with short names like d1","Naming Rules","ShortVariable"
"298","test.java","src/test/java/TestApplyHomeLoan.java","3","68","Avoid variables with short names like e8","Naming Rules","ShortVariable"
"299","test.java","src/test/java/TestApplyHomeLoan.java","3","70","Avoid variables with short names like id","Naming Rules","ShortVariable"
"300","test.java","src/test/java/TestEducationLoan.java","4","3","Avoid unused imports such as 'org.junit.Assert'","Import Statement Rules","UnusedImports"
"301","test.java","src/test/java/TestEducationLoan.java","3","24","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"302","test.java","src/test/java/TestEducationLoan.java","3","25","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"303","test.java","src/test/java/TestEducationLoan.java","3","27","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"304","test.java","src/test/java/TestEducationLoan.java","3","28","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"305","test.java","src/test/java/TestEducationLoan.java","3","31","You may have misspelled a JUnit framework method (setUp or tearDown)","JUnit Rules","JUnitSpelling"
"306","test.java","src/test/java/TestEducationLoan.java","3","34","Avoid excessively long variable names like loanAccountNumber1","Naming Rules","LongVariable"
"307","test.java","src/test/java/TestEducationLoan.java","3","34","Local variable 'loanAccountNumber1' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"308","test.java","src/test/java/TestEducationLoan.java","3","35","Avoid excessively long variable names like loanAccountNumber2","Naming Rules","LongVariable"
"309","test.java","src/test/java/TestEducationLoan.java","3","35","Local variable 'loanAccountNumber2' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"310","test.java","src/test/java/TestEducationLoan.java","3","37","Avoid variables with short names like d1","Naming Rules","ShortVariable"
"311","test.java","src/test/java/TestEducationLoan.java","3","37","Local variable 'd1' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"312","test.java","src/test/java/TestEducationLoan.java","3","38","Avoid variables with short names like d2","Naming Rules","ShortVariable"
"313","test.java","src/test/java/TestEducationLoan.java","3","38","Local variable 'd2' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"314","test.java","src/test/java/TestEducationLoan.java","3","40","Avoid variables with short names like e1","Naming Rules","ShortVariable"
"315","test.java","src/test/java/TestEducationLoan.java","3","40","Local variable 'e1' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"316","test.java","src/test/java/TestEducationLoan.java","3","41","Avoid variables with short names like e2","Naming Rules","ShortVariable"
"317","test.java","src/test/java/TestEducationLoan.java","3","62","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"318","test.java","src/test/java/TestEducationLoan.java","3","68","JUnit 4 tests that execute tests should use the @Test annotation","Migration Rules","JUnit4TestShouldUseTestAnnotation"
"319","test.java","src/test/java/TestEducationLoan.java","3","69","Avoid variables with short names like i","Naming Rules","ShortVariable"
"320","test.java","src/test/java/TestPerformTransaction.java","4","3","Avoid unused imports such as 'org.junit.Assert'","Import Statement Rules","UnusedImports"
"321","test.java","src/test/java/TestPerformTransaction.java","3","21","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"322","test.java","src/test/java/TestPerformTransaction.java","3","22","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"323","test.java","src/test/java/TestPerformTransaction.java","3","23","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"324","test.java","src/test/java/TestPerformTransaction.java","3","23","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"325","test.java","src/test/java/TestPerformTransaction.java","3","34","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"326","test.java","src/test/java/TestPerformTransaction.java","3","34","assertTrue(true) or similar statements are unnecessary","JUnit Rules","UnnecessaryBooleanAssertion"
"327","test.java","src/test/java/TestPerformTransaction.java","3","39","Avoid excessively long variable names like transactionDetails","Naming Rules","LongVariable"
"328","test.java","src/test/java/TestPerformTransaction.java","3","39","Local variable 'transactionDetails' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"329","test.java","src/test/java/TestPerformTransaction.java","3","40","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"330","test.java","src/test/java/TestUserDetails.java","4","3","Avoid unused imports such as 'org.junit.Assert'","Import Statement Rules","UnusedImports"
"331","test.java","src/test/java/TestUserDetails.java","4","5","Avoid unused imports such as 'org.junit.Before'","Import Statement Rules","UnusedImports"
"332","test.java","src/test/java/TestUserDetails.java","4","5","Avoid unused imports such as 'org.junit.Before'","Import Statement Rules","UnusedImports"
"333","test.java","src/test/java/TestUserDetails.java","3","20","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"334","test.java","src/test/java/TestUserDetails.java","3","21","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"335","test.java","src/test/java/TestUserDetails.java","3","24","You may have misspelled a JUnit framework method (setUp or tearDown)","JUnit Rules","JUnitSpelling"
"336","test.java","src/test/java/TestUserDetails.java","3","25","Avoid unused local variables such as 'user'.","Unused Code Rules","UnusedLocalVariable"
"337","test.java","src/test/java/TestUserDetails.java","5","25","Found 'DU'-anomaly for variable 'user' (lines '25'-'27').","Controversial Rules","DataflowAnomalyAnalysis"
"338","test.java","src/test/java/TestUserDetails.java","3","25","Local variable 'user' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"339","test.java","src/test/java/TestUserDetails.java","3","31","Local variable 'user' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"340","test.java","src/test/java/TestUserDetails.java","3","33","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"341","test.java","src/test/java/TestUserDetails.java","3","33","assertTrue(true) or similar statements are unnecessary","JUnit Rules","UnnecessaryBooleanAssertion"
"342","test.java","src/test/java/TestViewEducationLoan.java","4","3","Avoid unused imports such as 'org.junit.Test'","Import Statement Rules","UnusedImports"
"343","test.java","src/test/java/TestViewEducationLoan.java","4","3","Avoid unused imports such as 'org.junit.Test'","Import Statement Rules","UnusedImports"
"344","test.java","src/test/java/TestViewEducationLoan.java","3","18","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"345","test.java","src/test/java/TestViewEducationLoan.java","3","20","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"346","test.java","src/test/java/TestViewEducationLoan.java","3","22","Avoid unused private fields such as 'eduLoan'.","Unused Code Rules","UnusedPrivateField"
"347","test.java","src/test/java/TestViewEducationLoan.java","3","22","Private field 'eduLoan' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"348","test.java","src/test/java/TestViewHomeLoan.java","3","19","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"349","test.java","src/test/java/TestViewHomeLoan.java","3","20","Avoid excessively long variable names like viewHOmeLoanService","Naming Rules","LongVariable"
"350","test.java","src/test/java/TestViewHomeLoan.java","3","20","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"351","test.java","src/test/java/TestViewHomeLoan.java","3","21","Avoid unused private fields such as 'homeLoan'.","Unused Code Rules","UnusedPrivateField"
"352","test.java","src/test/java/TestViewHomeLoan.java","3","21","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"353","test.java","src/test/java/TestViewHomeLoan.java","3","21","Perhaps 'homeLoan' could be replaced by a local variable.","Design Rules","SingularField"
"354","test.java","src/test/java/TestViewHomeLoan.java","3","24","JUnit tests should include assert() or fail()","JUnit Rules","JUnitTestsShouldIncludeAssert"
